"Date (TU),""Valeur (en m³/s)"",""Statut"",""Qualification"",""Méthode"",""Continuité"""
"2015-01-04T00:00:00.000Z,""1900"",""4"",16,8,0"
"2015-01-05T00:00:00.000Z,""2290"",""4"",16,8,0"
"2015-01-06T00:00:00.000Z,""1620"",""4"",16,8,0"
"2015-01-07T00:00:00.000Z,""1450"",""4"",16,8,0"
"2015-01-08T00:00:00.000Z,""1340"",""4"",16,8,0"
"2015-01-09T00:00:00.000Z,""1320"",""4"",16,8,0"
"2015-01-10T00:00:00.000Z,""1380"",""4"",16,8,0"
"2015-01-11T00:00:00.000Z,""1560"",""4"",16,8,0"
"2015-01-12T00:00:00.000Z,""1680"",""4"",16,8,0"
"2015-01-13T00:00:00.000Z,""1500"",""4"",16,8,0"
"2015-01-14T00:00:00.000Z,""1470"",""4"",16,8,0"
"2015-01-15T00:00:00.000Z,""1520"",""4"",16,8,0"
"2015-01-16T00:00:00.000Z,""1420"",""4"",16,8,0"
"2015-01-17T00:00:00.000Z,""1660"",""4"",16,8,0"
"2015-01-18T00:00:00.000Z,""1750"",""4"",16,8,0"
"2015-01-19T00:00:00.000Z,""1640"",""4"",16,8,0"
"2015-01-20T00:00:00.000Z,""1540"",""4"",16,8,0"
"2015-01-21T00:00:00.000Z,""1480"",""4"",16,8,0"
"2015-01-22T00:00:00.000Z,""1370"",""4"",16,8,0"
"2015-01-23T00:00:00.000Z,""1310"",""4"",16,8,0"
"2015-01-24T00:00:00.000Z,""1260"",""4"",16,8,0"
"2015-01-25T00:00:00.000Z,""1210"",""4"",16,8,0"
"2015-01-26T00:00:00.000Z,""1160"",""4"",16,8,0"
"2015-01-27T00:00:00.000Z,""1160"",""4"",16,8,0"
"2015-01-28T00:00:00.000Z,""1150"",""4"",16,8,0"
"2015-01-29T00:00:00.000Z,""1150"",""4"",16,8,0"
"2015-01-30T00:00:00.000Z,""1340"",""4"",16,8,0"
"2015-01-31T00:00:00.000Z,""1320"",""4"",16,8,0"
"2015-02-01T00:00:00.000Z,""1240"",""4"",16,8,0"
"2015-02-02T00:00:00.000Z,""1190"",""4"",16,8,0"
"2015-02-03T00:00:00.000Z,""1140"",""4"",16,8,0"
"2015-02-04T00:00:00.000Z,""1120"",""4"",16,8,0"
"2015-02-05T00:00:00.000Z,""1080"",""4"",16,8,0"
"2015-02-06T00:00:00.000Z,""1020"",""4"",16,8,0"
"2015-02-07T00:00:00.000Z,""987"",""4"",16,8,0"
"2015-02-08T00:00:00.000Z,""959"",""4"",16,8,0"
"2015-02-09T00:00:00.000Z,""899"",""4"",16,8,0"
"2015-02-10T00:00:00.000Z,""905"",""4"",16,8,0"
"2015-02-11T00:00:00.000Z,""908"",""4"",16,8,0"
"2015-02-12T00:00:00.000Z,""916"",""4"",16,8,0"
"2015-02-13T00:00:00.000Z,""892"",""4"",16,8,0"
"2015-02-14T00:00:00.000Z,""884"",""4"",16,8,0"
"2015-02-15T00:00:00.000Z,""897"",""4"",16,8,0"
"2015-02-16T00:00:00.000Z,""868"",""4"",16,8,0"
"2015-02-17T00:00:00.000Z,""887"",""4"",16,8,0"
"2015-02-18T00:00:00.000Z,""870"",""4"",16,8,0"
"2015-02-19T00:00:00.000Z,""866"",""4"",16,8,0"
"2015-02-20T00:00:00.000Z,""822"",""4"",16,8,0"
"2015-02-21T00:00:00.000Z,""864"",""4"",16,8,0"
"2015-02-22T00:00:00.000Z,""916"",""4"",16,8,0"
"2015-02-23T00:00:00.000Z,""904"",""4"",16,8,0"
"2015-02-24T00:00:00.000Z,""1070"",""4"",16,8,0"
"2015-02-25T00:00:00.000Z,""1070"",""4"",16,8,0"
"2015-02-26T00:00:00.000Z,""1020"",""4"",16,8,0"
"2015-02-27T00:00:00.000Z,""1000"",""4"",16,8,0"
"2015-02-28T00:00:00.000Z,""1130"",""4"",16,8,0"
"2015-03-01T00:00:00.000Z,""1090"",""4"",16,8,0"
"2015-03-02T00:00:00.000Z,""1370"",""4"",16,8,0"
"2015-03-03T00:00:00.000Z,""2140"",""4"",16,8,0"
"2015-03-04T00:00:00.000Z,""1750"",""4"",16,8,0"
"2015-03-05T00:00:00.000Z,""1620"",""4"",16,8,0"
"2015-03-06T00:00:00.000Z,""1460"",""4"",16,8,0"
"2015-03-07T00:00:00.000Z,""1320"",""4"",16,8,0"
"2015-03-08T00:00:00.000Z,""1210"",""4"",16,8,0"
"2015-03-09T00:00:00.000Z,""1160"",""4"",16,8,0"
"2015-03-10T00:00:00.000Z,""1140"",""4"",16,8,0"
"2015-03-11T00:00:00.000Z,""1150"",""4"",16,8,0"
"2015-03-12T00:00:00.000Z,""1150"",""4"",16,8,0"
"2015-03-13T00:00:00.000Z,""1120"",""4"",16,8,0"
"2015-03-14T00:00:00.000Z,""1110"",""4"",16,8,0"
"2015-03-15T00:00:00.000Z,""1080"",""4"",16,8,0"
"2015-03-16T00:00:00.000Z,""1010"",""4"",16,8,0"
"2015-03-17T00:00:00.000Z,""992"",""4"",16,8,0"
"2015-03-18T00:00:00.000Z,""986"",""4"",16,8,0"
"2015-03-19T00:00:00.000Z,""1000"",""4"",16,8,0"
"2015-03-20T00:00:00.000Z,""993"",""4"",16,8,0"
"2015-03-21T00:00:00.000Z,""978"",""4"",16,8,0"
"2015-03-22T00:00:00.000Z,""997"",""4"",16,8,0"
"2015-03-23T00:00:00.000Z,""1030"",""4"",16,8,0"
"2015-03-24T00:00:00.000Z,""1010"",""4"",16,8,0"
"2015-03-25T00:00:00.000Z,""986"",""4"",16,8,0"
"2015-03-27T00:00:00.000Z,""1030"",""4"",16,8,4"
"2015-03-28T00:00:00.000Z,""1010"",""4"",16,8,0"
"2015-03-29T00:00:00.000Z,""978"",""4"",16,8,0"
"2015-03-30T00:00:00.000Z,""1350"",""4"",16,8,0"
"2015-03-31T00:00:00.000Z,""2080"",""4"",16,8,0"
"2015-04-01T00:00:00.000Z,""1830"",""4"",16,8,0"
"2015-04-02T00:00:00.000Z,""1840"",""4"",16,8,0"
"2015-04-03T00:00:00.000Z,""2010"",""4"",16,8,0"
"2015-04-04T00:00:00.000Z,""1890"",""4"",16,8,0"
"2015-04-05T00:00:00.000Z,""2110"",""4"",16,8,0"
"2015-04-06T00:00:00.000Z,""2020"",""4"",16,8,0"
"2015-04-07T00:00:00.000Z,""1720"",""4"",16,8,0"
"2015-04-08T00:00:00.000Z,""1520"",""4"",16,8,0"
"2015-04-09T00:00:00.000Z,""1410"",""4"",16,8,0"
"2015-04-10T00:00:00.000Z,""1310"",""4"",16,8,0"
"2015-04-11T00:00:00.000Z,""1280"",""4"",16,8,0"
"2015-04-12T00:00:00.000Z,""1230"",""4"",16,8,0"
"2015-04-13T00:00:00.000Z,""1210"",""4"",16,8,0"
"2015-04-14T00:00:00.000Z,""1200"",""4"",16,8,0"
"2015-04-15T00:00:00.000Z,""1190"",""4"",16,8,0"
"2015-04-16T00:00:00.000Z,""1170"",""4"",16,8,0"
"2015-04-17T00:00:00.000Z,""1180"",""4"",16,8,0"
"2015-04-18T00:00:00.000Z,""1400"",""4"",16,8,0"
"2015-04-19T00:00:00.000Z,""1360"",""4"",16,8,0"
"2015-04-20T00:00:00.000Z,""1230"",""4"",16,8,0"
"2015-04-21T00:00:00.000Z,""1210"",""4"",16,8,0"
"2015-04-22T00:00:00.000Z,""1150"",""4"",16,8,0"
"2015-04-23T00:00:00.000Z,""1150"",""4"",16,8,0"
"2015-04-24T00:00:00.000Z,""1120"",""4"",16,8,0"
"2015-04-25T00:00:00.000Z,""1140"",""4"",16,8,0"
"2015-04-26T00:00:00.000Z,""1120"",""4"",16,8,0"
"2015-04-27T00:00:00.000Z,""1130"",""4"",16,8,0"
"2015-04-28T00:00:00.000Z,""1440"",""4"",16,8,0"
"2015-04-29T00:00:00.000Z,""1710"",""4"",16,8,0"
"2015-04-30T00:00:00.000Z,""1420"",""4"",16,8,0"
"2015-05-01T00:00:00.000Z,""1540"",""4"",16,8,0"
"2015-05-02T00:00:00.000Z,""2580"",""4"",16,8,0"
"2015-05-03T00:00:00.000Z,""2980"",""4"",16,8,0"
"2015-05-04T00:00:00.000Z,""3210"",""4"",16,8,0"
"2015-05-05T00:00:00.000Z,""3130"",""4"",16,8,0"
"2015-05-06T00:00:00.000Z,""2910"",""4"",16,8,0"
"2015-05-07T00:00:00.000Z,""2930"",""4"",16,8,0"
"2015-05-08T00:00:00.000Z,""2750"",""4"",16,8,0"
"2015-05-09T00:00:00.000Z,""2610"",""4"",16,8,0"
"2015-05-10T00:00:00.000Z,""2480"",""4"",16,8,0"
"2015-05-11T00:00:00.000Z,""2340"",""4"",16,8,0"
"2015-05-12T00:00:00.000Z,""2230"",""4"",16,8,0"
"2015-05-13T00:00:00.000Z,""2150"",""4"",16,8,0"
"2015-05-14T00:00:00.000Z,""2110"",""4"",16,8,0"
"2015-05-15T00:00:00.000Z,""2120"",""4"",16,8,0"
"2015-05-16T00:00:00.000Z,""2320"",""4"",16,8,0"
"2015-05-17T00:00:00.000Z,""2260"",""4"",16,8,0"
"2015-05-18T00:00:00.000Z,""2140"",""4"",16,8,0"
"2015-05-19T00:00:00.000Z,""2060"",""4"",16,8,0"
"2015-05-20T00:00:00.000Z,""1980"",""4"",16,8,0"
"2015-05-21T00:00:00.000Z,""2010"",""4"",16,8,0"
"2015-05-22T00:00:00.000Z,""2060"",""4"",16,8,0"
"2015-05-23T00:00:00.000Z,""1970"",""4"",16,8,0"
"2015-05-24T00:00:00.000Z,""1810"",""4"",16,8,0"
"2015-05-25T00:00:00.000Z,""1640"",""4"",16,8,0"
"2015-05-26T00:00:00.000Z,""1670"",""4"",16,8,0"
"2015-05-27T00:00:00.000Z,""1830"",""4"",16,8,0"
"2015-05-28T00:00:00.000Z,""1760"",""4"",16,8,0"
"2015-05-29T00:00:00.000Z,""1580"",""4"",16,8,0"
"2015-05-30T00:00:00.000Z,""1500"",""4"",16,8,0"
"2015-05-31T00:00:00.000Z,""1410"",""4"",16,8,0"
"2015-06-01T00:00:00.000Z,""1370"",""4"",16,8,0"
"2015-06-02T00:00:00.000Z,""1330"",""4"",16,8,0"
"2015-06-03T00:00:00.000Z,""1310"",""4"",16,8,0"
"2015-06-04T00:00:00.000Z,""1310"",""4"",16,8,0"
"2015-06-05T00:00:00.000Z,""1290"",""4"",16,8,0"
"2015-06-06T00:00:00.000Z,""1310"",""4"",16,8,0"
"2015-06-07T00:00:00.000Z,""1330"",""4"",16,8,0"
"2015-06-08T00:00:00.000Z,""1570"",""4"",16,8,0"
"2015-06-09T00:00:00.000Z,""1550"",""4"",16,8,0"
"2015-06-10T00:00:00.000Z,""1520"",""4"",16,8,0"
"2015-06-11T00:00:00.000Z,""1480"",""4"",16,8,0"
"2015-06-12T00:00:00.000Z,""1470"",""4"",16,8,0"
"2015-06-13T00:00:00.000Z,""1480"",""4"",16,8,0"
"2015-06-14T00:00:00.000Z,""1420"",""4"",16,8,0"
"2015-06-15T00:00:00.000Z,""1680"",""4"",16,8,0"
"2015-06-16T00:00:00.000Z,""1990"",""4"",16,8,0"
"2015-06-17T00:00:00.000Z,""1790"",""4"",16,8,0"
"2015-06-18T00:00:00.000Z,""1630"",""4"",16,8,0"
"2015-06-19T00:00:00.000Z,""1610"",""4"",16,8,0"
"2015-06-20T00:00:00.000Z,""1690"",""4"",16,8,0"
"2015-06-21T00:00:00.000Z,""1620"",""4"",16,8,0"
"2015-06-22T00:00:00.000Z,""1650"",""4"",16,8,0"
"2015-06-23T00:00:00.000Z,""1710"",""4"",16,8,0"
"2015-06-24T00:00:00.000Z,""1980"",""4"",16,8,0"
"2015-06-25T00:00:00.000Z,""1800"",""4"",16,8,0"
"2015-06-26T00:00:00.000Z,""1640"",""4"",16,8,0"
"2015-06-27T00:00:00.000Z,""1520"",""4"",16,8,0"
"2015-06-28T00:00:00.000Z,""1430"",""4"",16,8,0"
"2015-06-29T00:00:00.000Z,""1380"",""4"",16,8,0"
"2015-06-30T00:00:00.000Z,""1320"",""4"",16,8,0"
"2015-07-01T00:00:00.000Z,""1300"",""4"",16,8,0"
"2015-07-02T00:00:00.000Z,""1250"",""4"",16,8,0"
"2015-07-03T00:00:00.000Z,""1210"",""4"",16,8,0"
"2015-07-04T00:00:00.000Z,""1200"",""4"",16,8,0"
"2015-07-05T00:00:00.000Z,""1140"",""4"",16,8,0"
"2015-07-06T00:00:00.000Z,""1150"",""4"",16,8,0"
"2015-07-07T00:00:00.000Z,""1140"",""4"",16,8,0"
"2015-07-08T00:00:00.000Z,""1160"",""4"",16,8,0"
"2015-07-09T00:00:00.000Z,""1130"",""4"",16,8,0"
"2015-07-10T00:00:00.000Z,""1110"",""4"",16,8,0"
"2015-07-11T00:00:00.000Z,""1060"",""4"",16,8,0"
"2015-07-12T00:00:00.000Z,""1010"",""4"",16,8,0"
"2015-07-13T00:00:00.000Z,""989"",""4"",16,8,0"
"2015-07-14T00:00:00.000Z,""995"",""4"",16,8,0"
"2015-07-15T00:00:00.000Z,""953"",""4"",16,8,0"
"2015-07-16T00:00:00.000Z,""947"",""4"",16,8,0"
"2015-07-17T00:00:00.000Z,""904"",""4"",16,8,0"
"2015-07-18T00:00:00.000Z,""901"",""4"",16,8,0"
"2015-07-19T00:00:00.000Z,""881"",""4"",16,8,0"
"2015-07-20T00:00:00.000Z,""878"",""4"",16,8,0"
"2015-07-21T00:00:00.000Z,""872"",""4"",16,8,0"
"2015-07-22T00:00:00.000Z,""886"",""4"",16,8,0"
"2015-07-23T00:00:00.000Z,""917"",""4"",16,8,0"
"2015-07-24T00:00:00.000Z,""900"",""4"",16,8,0"
"2015-07-25T00:00:00.000Z,""926"",""4"",16,8,0"
"2015-07-26T00:00:00.000Z,""877"",""4"",16,8,0"
"2015-07-27T00:00:00.000Z,""851"",""4"",16,8,0"
"2015-07-28T00:00:00.000Z,""870"",""4"",16,8,0"
"2015-07-29T00:00:00.000Z,""830"",""4"",16,8,0"
"2015-07-30T00:00:00.000Z,""846"",""4"",16,8,0"
"2015-07-31T00:00:00.000Z,""853"",""4"",16,8,0"
"2015-08-01T00:00:00.000Z,""820"",""4"",16,8,0"
"2015-08-02T00:00:00.000Z,""788"",""4"",16,8,0"
"2015-08-03T00:00:00.000Z,""774"",""4"",16,8,0"
"2015-08-04T00:00:00.000Z,""759"",""4"",16,8,0"
"2015-08-05T00:00:00.000Z,""726"",""4"",16,8,0"
"2015-08-06T00:00:00.000Z,""726"",""4"",16,8,0"
"2015-08-07T00:00:00.000Z,""708"",""4"",16,8,0"
"2015-08-08T00:00:00.000Z,""677"",""4"",16,8,0"
"2015-08-09T00:00:00.000Z,""670"",""4"",16,8,0"
"2015-08-10T00:00:00.000Z,""765"",""4"",16,8,0"
"2015-08-11T00:00:00.000Z,""753"",""4"",16,8,0"
"2015-08-12T00:00:00.000Z,""723"",""4"",16,8,0"
"2015-08-13T00:00:00.000Z,""710"",""4"",16,8,0"
"2015-08-14T00:00:00.000Z,""749"",""4"",16,8,0"
"2015-08-15T00:00:00.000Z,""764"",""4"",16,8,0"
"2015-08-16T00:00:00.000Z,""775"",""4"",16,8,0"
"2015-08-17T00:00:00.000Z,""861"",""4"",16,8,0"
"2015-08-18T00:00:00.000Z,""853"",""4"",16,8,0"
"2015-08-19T00:00:00.000Z,""898"",""4"",16,8,0"
"2015-08-20T00:00:00.000Z,""989"",""4"",16,8,0"
"2015-08-21T00:00:00.000Z,""918"",""4"",16,8,0"
"2015-08-22T00:00:00.000Z,""863"",""4"",16,8,0"
"2015-08-23T00:00:00.000Z,""831"",""4"",16,8,0"
"2015-08-24T00:00:00.000Z,""824"",""4"",16,8,0"
"2015-08-25T00:00:00.000Z,""868"",""4"",16,8,0"
"2015-08-26T00:00:00.000Z,""822"",""4"",16,8,0"
"2015-08-27T00:00:00.000Z,""782"",""4"",16,8,0"
"2015-08-28T00:00:00.000Z,""758"",""4"",16,8,0"
"2015-08-29T00:00:00.000Z,""749"",""4"",16,8,0"
"2015-08-30T00:00:00.000Z,""727"",""4"",16,8,0"
"2015-08-31T00:00:00.000Z,""703"",""4"",16,8,0"
"2015-09-01T00:00:00.000Z,""759"",""4"",16,8,0"
"2015-09-02T00:00:00.000Z,""738"",""4"",16,8,0"
"2015-09-03T00:00:00.000Z,""724"",""4"",16,8,0"
"2015-09-04T00:00:00.000Z,""702"",""4"",16,8,0"
"2015-09-05T00:00:00.000Z,""701"",""4"",16,8,0"
"2015-09-06T00:00:00.000Z,""694"",""4"",16,8,0"
"2015-09-07T00:00:00.000Z,""673"",""4"",16,8,0"
"2015-09-08T00:00:00.000Z,""643"",""4"",16,8,0"
"2015-09-09T00:00:00.000Z,""607"",""4"",16,8,0"
"2015-09-10T00:00:00.000Z,""603"",""4"",16,8,0"
"2015-09-11T00:00:00.000Z,""585"",""4"",16,8,0"
"2015-09-12T00:00:00.000Z,""578"",""4"",16,8,0"
"2015-09-13T00:00:00.000Z,""595"",""4"",16,8,0"
"2015-09-14T00:00:00.000Z,""626"",""4"",16,8,0"
"2015-09-15T00:00:00.000Z,""662"",""4"",16,8,0"
"2015-09-16T00:00:00.000Z,""631"",""4"",16,8,0"
"2015-09-17T00:00:00.000Z,""684"",""4"",16,8,0"
"2015-09-18T00:00:00.000Z,""791"",""4"",16,8,0"
"2015-09-19T00:00:00.000Z,""746"",""4"",16,8,0"
"2015-09-20T00:00:00.000Z,""761"",""4"",16,8,0"
"2015-09-21T00:00:00.000Z,""801"",""4"",16,8,0"
"2015-09-22T00:00:00.000Z,""790"",""4"",16,8,0"
"2015-09-23T00:00:00.000Z,""809"",""4"",16,8,0"
"2015-09-24T00:00:00.000Z,""891"",""4"",16,8,0"
"2015-09-25T00:00:00.000Z,""848"",""4"",16,8,0"
"2015-09-26T00:00:00.000Z,""793"",""4"",16,8,0"
"2015-09-27T00:00:00.000Z,""747"",""4"",16,8,0"
"2015-09-28T00:00:00.000Z,""741"",""4"",16,8,0"
"2015-09-29T00:00:00.000Z,""710"",""4"",16,8,0"
"2015-09-30T00:00:00.000Z,""673"",""4"",16,8,0"
"2015-10-01T00:00:00.000Z,""638"",""4"",16,8,0"
"2015-10-02T00:00:00.000Z,""649"",""4"",16,8,0"
"2015-10-03T00:00:00.000Z,""660"",""4"",16,8,0"
"2015-10-04T00:00:00.000Z,""647"",""4"",16,8,0"
"2015-10-05T00:00:00.000Z,""670"",""4"",16,8,0"
"2015-10-06T00:00:00.000Z,""682"",""4"",16,8,0"
"2015-10-07T00:00:00.000Z,""754"",""4"",16,8,0"
"2015-10-08T00:00:00.000Z,""717"",""4"",16,8,0"
"2015-10-09T00:00:00.000Z,""694"",""4"",16,8,0"
"2015-10-10T00:00:00.000Z,""676"",""4"",16,8,0"
"2015-10-11T00:00:00.000Z,""684"",""4"",16,8,0"
"2015-10-12T00:00:00.000Z,""652"",""4"",16,8,0"
"2015-10-13T00:00:00.000Z,""669"",""4"",16,8,0"
"2015-10-14T00:00:00.000Z,""725"",""4"",16,8,0"
"2015-10-15T00:00:00.000Z,""726"",""4"",16,8,0"
"2015-10-16T00:00:00.000Z,""719"",""4"",16,8,0"
"2015-10-17T00:00:00.000Z,""701"",""4"",16,8,0"
"2015-10-18T00:00:00.000Z,""698"",""4"",16,8,0"
"2015-10-19T00:00:00.000Z,""737"",""4"",16,8,0"
"2015-10-20T00:00:00.000Z,""725"",""4"",16,8,0"
"2015-10-21T00:00:00.000Z,""715"",""4"",16,8,0"
"2015-10-22T00:00:00.000Z,""676"",""4"",16,8,0"
"2015-10-23T00:00:00.000Z,""647"",""4"",16,8,0"
"2015-10-24T00:00:00.000Z,""642"",""4"",16,8,0"
"2015-10-25T00:00:00.000Z,""607"",""4"",16,8,0"
"2015-10-26T00:00:00.000Z,""617"",""4"",16,8,0"
"2015-10-27T00:00:00.000Z,""619"",""4"",16,8,0"
"2015-10-28T00:00:00.000Z,""597"",""4"",16,8,0"
"2015-10-29T00:00:00.000Z,""609"",""4"",16,8,0"
"2015-10-30T00:00:00.000Z,""621"",""4"",16,8,0"
"2015-10-31T00:00:00.000Z,""609"",""4"",16,8,0"
"2015-11-01T00:00:00.000Z,""592"",""4"",16,8,0"
"2015-11-02T00:00:00.000Z,""597"",""4"",16,8,0"
"2015-11-03T00:00:00.000Z,""573"",""4"",16,8,0"
"2015-11-04T00:00:00.000Z,""580"",""4"",16,8,0"
"2015-11-05T00:00:00.000Z,""563"",""4"",16,8,0"
"2015-11-06T00:00:00.000Z,""542"",""4"",16,8,0"
"2015-11-07T00:00:00.000Z,""562"",""4"",16,8,0"
"2015-11-08T00:00:00.000Z,""546"",""4"",16,8,0"
"2015-11-09T00:00:00.000Z,""543"",""4"",16,8,0"
"2015-11-10T00:00:00.000Z,""524"",""4"",16,8,0"
"2015-11-11T00:00:00.000Z,""523"",""4"",16,8,0"
"2015-11-12T00:00:00.000Z,""522"",""4"",16,8,0"
"2015-11-13T00:00:00.000Z,""534"",""4"",16,8,0"
"2015-11-14T00:00:00.000Z,""529"",""4"",16,8,0"
"2015-11-15T00:00:00.000Z,""515"",""4"",16,8,0"
"2015-11-16T00:00:00.000Z,""518"",""4"",16,8,0"
"2015-11-17T00:00:00.000Z,""528"",""4"",16,8,0"
"2015-11-18T00:00:00.000Z,""502"",""4"",16,8,0"
"2015-11-19T00:00:00.000Z,""515"",""4"",16,8,0"
"2015-11-20T00:00:00.000Z,""595"",""4"",16,8,0"
"2015-11-21T00:00:00.000Z,""1460"",""4"",16,8,0"
"2015-11-22T00:00:00.000Z,""1150"",""4"",16,8,0"
"2015-11-23T00:00:00.000Z,""946"",""4"",16,8,0"
"2015-11-24T00:00:00.000Z,""877"",""4"",16,8,0"
"2015-11-25T00:00:00.000Z,""868"",""4"",16,8,0"
"2015-11-26T00:00:00.000Z,""948"",""4"",16,8,0"
"2015-11-27T00:00:00.000Z,""922"",""4"",16,8,0"
"2015-11-28T00:00:00.000Z,""843"",""4"",16,8,0"
"2015-11-29T00:00:00.000Z,""832"",""4"",16,8,0"
"2015-11-30T00:00:00.000Z,""876"",""4"",16,8,0"
"2015-12-01T00:00:00.000Z,""1080"",""4"",16,8,0"
"2015-12-02T00:00:00.000Z,""1120"",""4"",16,8,0"
"2015-12-03T00:00:00.000Z,""999"",""4"",16,8,0"
"2015-12-04T00:00:00.000Z,""907"",""4"",16,8,0"
"2015-12-05T00:00:00.000Z,""858"",""4"",16,8,0"
"2015-12-06T00:00:00.000Z,""822"",""4"",16,8,0"
"2015-12-07T00:00:00.000Z,""780"",""4"",16,8,0"
"2015-12-08T00:00:00.000Z,""767"",""4"",16,8,0"
"2015-12-09T00:00:00.000Z,""782"",""4"",16,8,0"
"2015-12-10T00:00:00.000Z,""793"",""4"",16,8,0"
"2015-12-11T00:00:00.000Z,""756"",""4"",16,8,0"
"2015-12-12T00:00:00.000Z,""741"",""4"",16,8,0"
"2015-12-13T00:00:00.000Z,""738"",""4"",16,8,0"
"2015-12-14T00:00:00.000Z,""682"",""4"",16,8,0"
"2015-12-15T00:00:00.000Z,""688"",""4"",16,8,0"
"2015-12-16T00:00:00.000Z,""708"",""4"",16,8,0"
"2015-12-17T00:00:00.000Z,""696"",""4"",16,8,0"
"2015-12-18T00:00:00.000Z,""704"",""4"",16,8,0"
"2015-12-19T00:00:00.000Z,""694"",""4"",16,8,0"
"2015-12-20T00:00:00.000Z,""653"",""4"",16,8,0"
"2015-12-21T00:00:00.000Z,""666"",""4"",16,8,0"
"2015-12-22T00:00:00.000Z,""676"",""4"",16,8,0"
"2015-12-23T00:00:00.000Z,""655"",""4"",16,8,0"
"2015-12-24T00:00:00.000Z,""636"",""4"",16,8,0"
"2015-12-25T00:00:00.000Z,""616"",""4"",16,8,0"
"2015-12-26T00:00:00.000Z,""610"",""4"",16,8,0"
"2015-12-27T00:00:00.000Z,""578"",""4"",16,8,0"
"2015-12-28T00:00:00.000Z,""566"",""4"",16,8,0"
"2015-12-29T00:00:00.000Z,""570"",""4"",16,8,0"
"2015-12-30T00:00:00.000Z,""541"",""4"",16,8,0"
"2015-12-31T00:00:00.000Z,""539"",""4"",16,8,0"
"2016-01-01T00:00:00.000Z,""541"",""4"",16,8,0"
"2016-01-02T00:00:00.000Z,""550"",""4"",16,8,0"
"2016-01-03T00:00:00.000Z,""623"",""4"",16,8,0"
"2016-01-04T00:00:00.000Z,""729"",""4"",16,8,0"
"2016-01-05T00:00:00.000Z,""874"",""4"",16,8,0"
"2016-01-06T00:00:00.000Z,""851"",""4"",16,8,0"
"2016-01-07T00:00:00.000Z,""833"",""4"",16,8,0"
"2016-01-08T00:00:00.000Z,""1030"",""4"",16,8,0"
"2016-01-09T00:00:00.000Z,""1330"",""4"",16,8,0"
"2016-01-10T00:00:00.000Z,""1560"",""4"",16,8,0"
"2016-01-11T00:00:00.000Z,""1680"",""4"",16,8,0"
"2016-01-12T00:00:00.000Z,""2030"",""4"",16,8,0"
"2016-01-13T00:00:00.000Z,""2000"",""4"",16,8,0"
"2016-01-14T00:00:00.000Z,""1760"",""4"",16,8,0"
"2016-01-15T00:00:00.000Z,""1550"",""4"",16,8,0"
"2016-01-16T00:00:00.000Z,""1360"",""4"",16,8,0"
"2016-01-17T00:00:00.000Z,""1180"",""4"",16,8,0"
"2016-01-18T00:00:00.000Z,""1140"",""4"",16,8,0"
"2016-01-19T00:00:00.000Z,""1100"",""4"",16,8,0"
"2016-01-20T00:00:00.000Z,""1030"",""4"",16,8,0"
"2016-01-21T00:00:00.000Z,""997"",""4"",16,8,0"
"2016-01-22T00:00:00.000Z,""978"",""4"",16,8,0"
"2016-01-23T00:00:00.000Z,""941"",""4"",16,8,0"
"2016-01-24T00:00:00.000Z,""916"",""4"",16,8,0"
"2016-01-25T00:00:00.000Z,""911"",""4"",16,8,0"
"2016-01-26T00:00:00.000Z,""877"",""4"",16,8,0"
"2016-01-27T00:00:00.000Z,""910"",""4"",16,8,0"
"2016-01-28T00:00:00.000Z,""977"",""4"",16,8,0"
"2016-01-29T00:00:00.000Z,""1050"",""4"",16,8,0"
"2016-01-30T00:00:00.000Z,""1050"",""4"",16,8,0"
"2016-01-31T00:00:00.000Z,""1470"",""4"",16,8,0"
"2016-02-01T00:00:00.000Z,""2200"",""4"",16,8,0"
"2016-02-02T00:00:00.000Z,""2250"",""4"",16,8,0"
"2016-02-03T00:00:00.000Z,""1880"",""4"",16,8,0"
"2016-02-04T00:00:00.000Z,""1900"",""4"",16,8,0"
"2016-02-05T00:00:00.000Z,""1840"",""4"",16,8,0"
"2016-02-06T00:00:00.000Z,""1790"",""4"",16,8,0"
"2016-02-07T00:00:00.000Z,""1620"",""4"",16,8,0"
"2016-02-08T00:00:00.000Z,""1530"",""4"",16,8,0"
"2016-02-09T00:00:00.000Z,""1580"",""4"",16,8,0"
"2016-02-10T00:00:00.000Z,""1750"",""4"",16,8,0"
"2016-02-11T00:00:00.000Z,""1700"",""4"",16,8,0"
"2016-02-12T00:00:00.000Z,""1610"",""4"",16,8,0"
"2016-02-13T00:00:00.000Z,""1590"",""4"",16,8,0"
"2016-02-14T00:00:00.000Z,""1710"",""4"",16,8,0"
"2016-02-15T00:00:00.000Z,""1840"",""4"",16,8,0"
"2016-02-16T00:00:00.000Z,""1670"",""4"",16,8,0"
"2016-02-17T00:00:00.000Z,""1590"",""4"",16,8,0"
"2016-02-18T00:00:00.000Z,""1430"",""4"",16,8,0"
"2016-02-19T00:00:00.000Z,""1350"",""4"",16,8,0"
"2016-02-20T00:00:00.000Z,""1260"",""4"",16,8,0"
"2016-02-21T00:00:00.000Z,""1360"",""4"",16,8,0"
"2016-02-22T00:00:00.000Z,""1500"",""4"",16,8,0"
"2016-02-23T00:00:00.000Z,""1450"",""4"",16,8,0"
"2016-02-24T00:00:00.000Z,""1630"",""4"",16,8,0"
