"Date (TU),""Valeur (en m³/s)"",""Statut"",""Qualification"",""Méthode"",""Continuité"""
"2016-02-25T00:00:00.000Z,""1580"",""4"",16,8,0"
"2016-02-26T00:00:00.000Z,""1630"",""4"",16,8,0"
"2016-02-27T00:00:00.000Z,""1520"",""4"",16,8,0"
"2016-02-28T00:00:00.000Z,""1390"",""4"",16,8,0"
"2016-02-29T00:00:00.000Z,""1300"",""4"",16,8,0"
"2016-03-01T00:00:00.000Z,""1300"",""4"",16,8,0"
"2016-03-02T00:00:00.000Z,""1300"",""4"",16,8,0"
"2016-03-03T00:00:00.000Z,""1520"",""4"",16,8,0"
"2016-03-04T00:00:00.000Z,""1540"",""4"",16,8,0"
"2016-03-05T00:00:00.000Z,""1560"",""4"",16,8,0"
"2016-03-06T00:00:00.000Z,""1730"",""4"",16,8,0"
"2016-03-07T00:00:00.000Z,""1650"",""4"",16,8,0"
"2016-03-08T00:00:00.000Z,""1540"",""4"",16,8,0"
"2016-03-09T00:00:00.000Z,""1450"",""4"",16,8,0"
"2016-03-10T00:00:00.000Z,""1390"",""4"",16,8,0"
"2016-03-11T00:00:00.000Z,""1290"",""4"",16,8,0"
"2016-03-12T00:00:00.000Z,""1240"",""4"",16,8,0"
"2016-03-13T00:00:00.000Z,""1160"",""4"",16,8,0"
"2016-03-14T00:00:00.000Z,""1120"",""4"",16,8,0"
"2016-03-15T00:00:00.000Z,""1090"",""4"",16,8,0"
"2016-03-16T00:00:00.000Z,""1030"",""4"",16,8,0"
"2016-03-17T00:00:00.000Z,""991"",""4"",16,8,0"
"2016-03-18T00:00:00.000Z,""988"",""4"",16,8,0"
"2016-03-19T00:00:00.000Z,""979"",""4"",16,8,0"
"2016-03-20T00:00:00.000Z,""930"",""4"",16,8,0"
"2016-03-21T00:00:00.000Z,""925"",""4"",16,8,0"
"2016-03-22T00:00:00.000Z,""907"",""4"",16,8,0"
"2016-03-23T00:00:00.000Z,""890"",""4"",16,8,0"
"2016-03-24T00:00:00.000Z,""878"",""4"",16,8,0"
"2016-03-25T00:00:00.000Z,""864"",""4"",16,8,0"
"2016-03-26T00:00:00.000Z,""888"",""4"",16,8,0"
"2016-03-27T00:00:00.000Z,""899"",""4"",16,8,0"
"2016-03-28T00:00:00.000Z,""860"",""4"",16,8,0"
"2016-03-29T00:00:00.000Z,""864"",""4"",16,8,0"
"2016-03-30T00:00:00.000Z,""908"",""4"",16,8,0"
"2016-03-31T00:00:00.000Z,""944"",""4"",16,8,0"
"2016-04-01T00:00:00.000Z,""979"",""4"",16,8,0"
"2016-04-02T00:00:00.000Z,""998"",""4"",16,8,0"
"2016-04-03T00:00:00.000Z,""996"",""4"",16,8,0"
"2016-04-04T00:00:00.000Z,""1010"",""4"",16,8,0"
"2016-04-05T00:00:00.000Z,""1080"",""4"",16,8,0"
"2016-04-06T00:00:00.000Z,""1190"",""4"",16,8,0"
"2016-04-07T00:00:00.000Z,""1200"",""4"",16,8,0"
"2016-04-08T00:00:00.000Z,""1200"",""4"",16,8,0"
"2016-04-09T00:00:00.000Z,""1140"",""4"",16,8,0"
"2016-04-10T00:00:00.000Z,""1090"",""4"",16,8,0"
"2016-04-11T00:00:00.000Z,""1060"",""4"",16,8,0"
"2016-04-12T00:00:00.000Z,""1080"",""4"",16,8,0"
"2016-04-13T00:00:00.000Z,""1130"",""4"",16,8,0"
"2016-04-14T00:00:00.000Z,""1190"",""4"",16,8,0"
"2016-04-15T00:00:00.000Z,""1210"",""4"",16,8,0"
"2016-04-16T00:00:00.000Z,""1280"",""4"",16,8,0"
"2016-04-17T00:00:00.000Z,""1740"",""4"",16,8,0"
"2016-04-18T00:00:00.000Z,""2120"",""4"",16,8,0"
"2016-04-19T00:00:00.000Z,""2270"",""4"",16,8,0"
"2016-04-20T00:00:00.000Z,""2110"",""4"",16,8,0"
"2016-04-21T00:00:00.000Z,""1760"",""4"",16,8,0"
"2016-04-22T00:00:00.000Z,""1610"",""4"",16,8,0"
"2016-04-23T00:00:00.000Z,""1500"",""4"",16,8,0"
"2016-04-24T00:00:00.000Z,""1700"",""4"",16,8,0"
"2016-04-25T00:00:00.000Z,""1690"",""4"",16,8,0"
"2016-04-26T00:00:00.000Z,""1610"",""4"",16,8,0"
"2016-04-27T00:00:00.000Z,""1630"",""4"",16,8,0"
"2016-04-28T00:00:00.000Z,""1600"",""4"",16,8,0"
"2016-04-29T00:00:00.000Z,""1470"",""4"",16,8,0"
"2016-04-30T00:00:00.000Z,""1410"",""4"",16,8,0"
"2016-05-01T00:00:00.000Z,""1640"",""4"",16,8,0"
"2016-05-02T00:00:00.000Z,""1810"",""4"",16,8,0"
"2016-05-03T00:00:00.000Z,""1760"",""4"",16,8,0"
"2016-05-04T00:00:00.000Z,""1720"",""4"",16,8,0"
"2016-05-05T00:00:00.000Z,""1570"",""4"",16,8,0"
"2016-05-06T00:00:00.000Z,""1440"",""4"",16,8,0"
"2016-05-07T00:00:00.000Z,""1360"",""4"",16,8,0"
"2016-05-08T00:00:00.000Z,""1270"",""4"",16,8,0"
"2016-05-09T00:00:00.000Z,""1270"",""4"",16,8,0"
"2016-05-10T00:00:00.000Z,""1250"",""4"",16,8,0"
"2016-05-11T00:00:00.000Z,""1240"",""4"",16,8,0"
"2016-05-12T00:00:00.000Z,""1360"",""4"",16,8,0"
"2016-05-13T00:00:00.000Z,""2030"",""4"",16,8,0"
"2016-05-14T00:00:00.000Z,""2790"",""4"",16,8,0"
"2016-05-15T00:00:00.000Z,""3020"",""4"",16,8,0"
"2016-05-16T00:00:00.000Z,""2740"",""4"",16,8,0"
"2016-05-17T00:00:00.000Z,""2390"",""4"",16,8,0"
"2016-05-18T00:00:00.000Z,""2230"",""4"",16,8,0"
"2016-05-19T00:00:00.000Z,""2120"",""4"",16,8,0"
"2016-05-20T00:00:00.000Z,""2090"",""4"",16,8,0"
"2016-05-21T00:00:00.000Z,""1960"",""4"",16,8,0"
"2016-05-22T00:00:00.000Z,""1800"",""4"",16,8,0"
"2016-05-23T00:00:00.000Z,""1740"",""4"",16,8,0"
"2016-05-24T00:00:00.000Z,""2010"",""4"",16,8,0"
"2016-05-25T00:00:00.000Z,""2240"",""4"",16,8,0"
"2016-05-26T00:00:00.000Z,""2060"",""4"",16,8,0"
"2016-05-27T00:00:00.000Z,""2000"",""4"",16,8,0"
"2016-05-28T00:00:00.000Z,""1970"",""4"",16,8,0"
"2016-05-29T00:00:00.000Z,""2020"",""4"",16,8,0"
"2016-05-30T00:00:00.000Z,""2230"",""4"",16,8,0"
"2016-05-31T00:00:00.000Z,""2310"",""4"",16,8,0"
"2016-06-01T00:00:00.000Z,""2210"",""4"",16,8,0"
"2016-06-02T00:00:00.000Z,""2250"",""4"",16,8,0"
"2016-06-03T00:00:00.000Z,""2280"",""4"",16,8,0"
"2016-06-04T00:00:00.000Z,""2350"",""4"",16,8,0"
"2016-06-05T00:00:00.000Z,""2490"",""4"",16,8,0"
"2016-06-06T00:00:00.000Z,""2470"",""4"",16,8,0"
"2016-06-07T00:00:00.000Z,""2350"",""4"",16,8,0"
"2016-06-08T00:00:00.000Z,""2360"",""4"",16,8,0"
"2016-06-09T00:00:00.000Z,""2710"",""4"",16,8,0"
"2016-06-10T00:00:00.000Z,""2830"",""4"",16,8,0"
"2016-06-11T00:00:00.000Z,""2700"",""4"",16,8,0"
"2016-06-12T00:00:00.000Z,""2650"",""4"",16,8,0"
"2016-06-13T00:00:00.000Z,""2670"",""4"",16,8,0"
"2016-06-14T00:00:00.000Z,""2820"",""4"",16,8,0"
"2016-06-15T00:00:00.000Z,""2930"",""4"",16,8,0"
"2016-06-16T00:00:00.000Z,""2860"",""4"",16,8,0"
"2016-06-17T00:00:00.000Z,""3000"",""4"",16,8,0"
"2016-06-18T00:00:00.000Z,""3310"",""4"",16,8,0"
"2016-06-19T00:00:00.000Z,""3090"",""4"",16,8,0"
"2016-06-20T00:00:00.000Z,""3040"",""4"",16,8,0"
"2016-06-21T00:00:00.000Z,""2950"",""4"",16,8,0"
"2016-06-22T00:00:00.000Z,""2840"",""4"",16,8,0"
"2016-06-23T00:00:00.000Z,""2760"",""4"",16,8,0"
"2016-06-24T00:00:00.000Z,""2680"",""4"",16,8,0"
"2016-06-25T00:00:00.000Z,""2760"",""4"",16,8,0"
"2016-06-26T00:00:00.000Z,""2940"",""4"",16,8,0"
"2016-06-27T00:00:00.000Z,""2780"",""4"",16,8,0"
"2016-06-28T00:00:00.000Z,""2670"",""4"",16,8,0"
"2016-06-29T00:00:00.000Z,""2540"",""4"",16,8,0"
"2016-06-30T00:00:00.000Z,""2430"",""4"",16,8,0"
"2016-07-01T00:00:00.000Z,""2440"",""4"",16,8,0"
"2016-07-02T00:00:00.000Z,""2290"",""4"",16,8,0"
"2016-07-03T00:00:00.000Z,""2230"",""4"",16,8,0"
"2016-07-04T00:00:00.000Z,""2100"",""4"",16,8,0"
"2016-07-05T00:00:00.000Z,""1980"",""4"",16,8,0"
"2016-07-06T00:00:00.000Z,""1870"",""4"",16,8,0"
"2016-07-07T00:00:00.000Z,""1740"",""4"",16,8,0"
"2016-07-08T00:00:00.000Z,""1660"",""4"",16,8,0"
"2016-07-09T00:00:00.000Z,""1530"",""4"",16,8,0"
"2016-07-10T00:00:00.000Z,""1480"",""4"",16,8,0"
"2016-07-11T00:00:00.000Z,""1480"",""4"",16,8,0"
"2016-07-12T00:00:00.000Z,""1600"",""4"",16,8,0"
"2016-07-13T00:00:00.000Z,""2030"",""4"",16,8,0"
"2016-07-14T00:00:00.000Z,""2230"",""4"",16,8,0"
"2016-07-15T00:00:00.000Z,""2320"",""4"",16,8,0"
"2016-07-16T00:00:00.000Z,""2200"",""4"",16,8,0"
"2016-07-17T00:00:00.000Z,""2040"",""4"",16,8,0"
"2016-07-18T00:00:00.000Z,""1870"",""4"",16,8,0"
"2016-07-19T00:00:00.000Z,""1720"",""4"",16,8,0"
"2016-07-20T00:00:00.000Z,""1640"",""4"",16,8,0"
"2016-07-21T00:00:00.000Z,""1580"",""4"",16,8,0"
"2016-07-22T00:00:00.000Z,""1550"",""4"",16,8,0"
"2016-07-23T00:00:00.000Z,""1560"",""4"",16,8,0"
"2016-07-24T00:00:00.000Z,""1530"",""4"",16,8,0"
"2016-07-25T00:00:00.000Z,""1440"",""4"",16,8,0"
"2016-07-26T00:00:00.000Z,""1520"",""4"",16,8,0"
"2016-07-27T00:00:00.000Z,""1570"",""4"",16,8,0"
"2016-07-28T00:00:00.000Z,""1510"",""4"",16,8,0"
"2016-07-29T00:00:00.000Z,""1430"",""4"",16,8,0"
"2016-07-30T00:00:00.000Z,""1350"",""4"",16,8,0"
"2016-07-31T00:00:00.000Z,""1300"",""4"",16,8,0"
"2016-08-01T00:00:00.000Z,""1360"",""4"",16,8,0"
"2016-08-02T00:00:00.000Z,""1330"",""4"",16,8,0"
"2016-08-03T00:00:00.000Z,""1290"",""4"",16,8,0"
"2016-08-04T00:00:00.000Z,""1260"",""4"",16,8,0"
"2016-08-05T00:00:00.000Z,""1440"",""4"",16,8,0"
"2016-08-06T00:00:00.000Z,""1840"",""4"",16,8,0"
"2016-08-07T00:00:00.000Z,""1700"",""4"",16,8,0"
"2016-08-08T00:00:00.000Z,""1540"",""4"",16,8,0"
"2016-08-09T00:00:00.000Z,""1450"",""4"",16,8,0"
"2016-08-10T00:00:00.000Z,""1420"",""4"",16,8,0"
"2016-08-11T00:00:00.000Z,""1400"",""4"",16,8,0"
"2016-08-12T00:00:00.000Z,""1360"",""4"",16,8,0"
"2016-08-13T00:00:00.000Z,""1320"",""4"",16,8,0"
"2016-08-14T00:00:00.000Z,""1270"",""4"",16,8,0"
"2016-08-15T00:00:00.000Z,""1230"",""4"",16,8,0"
"2016-08-16T00:00:00.000Z,""1190"",""4"",16,8,0"
"2016-08-17T00:00:00.000Z,""1200"",""4"",16,8,0"
"2016-08-18T00:00:00.000Z,""1200"",""4"",16,8,0"
"2016-08-19T00:00:00.000Z,""1260"",""4"",16,8,0"
"2016-08-20T00:00:00.000Z,""1230"",""4"",16,8,0"
"2016-08-21T00:00:00.000Z,""1170"",""4"",16,8,0"
"2016-08-22T00:00:00.000Z,""1170"",""4"",16,8,0"
"2016-08-23T00:00:00.000Z,""1140"",""4"",16,8,0"
"2016-08-24T00:00:00.000Z,""1110"",""4"",16,8,0"
"2016-08-25T00:00:00.000Z,""1100"",""4"",16,8,0"
"2016-08-26T00:00:00.000Z,""1070"",""4"",16,8,0"
"2016-08-27T00:00:00.000Z,""1030"",""4"",16,8,0"
"2016-08-28T00:00:00.000Z,""1020"",""4"",16,8,0"
"2016-08-29T00:00:00.000Z,""1020"",""4"",16,8,0"
"2016-08-30T00:00:00.000Z,""987"",""4"",16,8,0"
"2016-08-31T00:00:00.000Z,""968"",""4"",16,8,0"
"2016-09-01T00:00:00.000Z,""979"",""4"",16,8,0"
"2016-09-02T00:00:00.000Z,""952"",""4"",16,8,0"
"2016-09-03T00:00:00.000Z,""930"",""4"",16,8,0"
"2016-09-04T00:00:00.000Z,""861"",""4"",16,8,0"
"2016-09-05T00:00:00.000Z,""982"",""4"",16,8,0"
"2016-09-06T00:00:00.000Z,""1220"",""4"",16,8,0"
"2016-09-07T00:00:00.000Z,""1140"",""4"",16,8,0"
"2016-09-08T00:00:00.000Z,""1100"",""4"",16,8,0"
"2016-09-09T00:00:00.000Z,""1080"",""4"",16,8,0"
"2016-09-10T00:00:00.000Z,""1040"",""4"",16,8,0"
"2016-09-11T00:00:00.000Z,""1010"",""4"",16,8,0"
"2016-09-12T00:00:00.000Z,""985"",""4"",16,8,0"
"2016-09-13T00:00:00.000Z,""948"",""4"",16,8,0"
"2016-09-14T00:00:00.000Z,""923"",""4"",16,8,0"
"2016-09-15T00:00:00.000Z,""885"",""4"",16,8,0"
"2016-09-16T00:00:00.000Z,""877"",""4"",16,8,0"
"2016-09-17T00:00:00.000Z,""861"",""4"",16,8,0"
"2016-09-18T00:00:00.000Z,""888"",""4"",16,8,0"
"2016-09-19T00:00:00.000Z,""929"",""4"",16,8,0"
"2016-09-20T00:00:00.000Z,""910"",""4"",16,8,0"
"2016-09-21T00:00:00.000Z,""872"",""4"",16,8,0"
"2016-09-22T00:00:00.000Z,""854"",""4"",16,8,0"
"2016-09-23T00:00:00.000Z,""821"",""4"",16,8,0"
"2016-09-24T00:00:00.000Z,""796"",""4"",16,8,0"
"2016-09-25T00:00:00.000Z,""776"",""4"",16,8,0"
"2016-09-26T00:00:00.000Z,""757"",""4"",16,8,0"
"2016-09-27T00:00:00.000Z,""770"",""4"",16,8,0"
"2016-09-28T00:00:00.000Z,""754"",""4"",16,8,0"
"2016-09-29T00:00:00.000Z,""691"",""4"",16,8,0"
"2016-09-30T00:00:00.000Z,""692"",""4"",16,8,0"
"2016-10-01T00:00:00.000Z,""700"",""4"",16,8,0"
"2016-10-02T00:00:00.000Z,""673"",""4"",16,8,0"
"2016-10-03T00:00:00.000Z,""674"",""4"",16,8,0"
"2016-10-04T00:00:00.000Z,""651"",""4"",16,8,0"
"2016-10-05T00:00:00.000Z,""660"",""4"",16,8,0"
"2016-10-06T00:00:00.000Z,""615"",""4"",16,8,0"
"2016-10-07T00:00:00.000Z,""622"",""4"",16,8,0"
"2016-10-08T00:00:00.000Z,""609"",""4"",16,8,0"
"2016-10-09T00:00:00.000Z,""586"",""4"",16,8,0"
"2016-10-10T00:00:00.000Z,""584"",""4"",16,8,0"
"2016-10-11T00:00:00.000Z,""558"",""4"",16,8,0"
"2016-10-12T00:00:00.000Z,""581"",""4"",16,8,0"
"2016-10-13T00:00:00.000Z,""557"",""4"",16,8,0"
"2016-10-14T00:00:00.000Z,""588"",""4"",16,8,0"
"2016-10-15T00:00:00.000Z,""557"",""4"",16,8,0"
"2016-10-16T00:00:00.000Z,""550"",""4"",16,8,0"
"2016-10-17T00:00:00.000Z,""551"",""4"",16,8,0"
"2016-10-18T00:00:00.000Z,""593"",""4"",16,8,0"
"2016-10-19T00:00:00.000Z,""607"",""4"",16,8,0"
"2016-10-20T00:00:00.000Z,""588"",""4"",16,8,0"
"2016-10-21T00:00:00.000Z,""582"",""4"",16,8,0"
"2016-10-22T00:00:00.000Z,""576"",""4"",16,8,0"
"2016-10-23T00:00:00.000Z,""561"",""4"",16,8,0"
"2016-10-24T00:00:00.000Z,""593"",""4"",16,8,0"
"2016-10-25T00:00:00.000Z,""716"",""4"",16,8,0"
"2016-10-26T00:00:00.000Z,""873"",""4"",16,8,0"
"2016-10-27T00:00:00.000Z,""952"",""4"",16,8,0"
"2016-10-28T00:00:00.000Z,""807"",""4"",16,8,0"
"2016-10-29T00:00:00.000Z,""778"",""4"",16,8,0"
"2016-10-30T00:00:00.000Z,""752"",""4"",16,8,0"
"2016-10-31T00:00:00.000Z,""726"",""4"",16,8,0"
"2016-11-01T00:00:00.000Z,""690"",""4"",16,8,0"
"2016-11-02T00:00:00.000Z,""662"",""4"",16,8,0"
"2016-11-03T00:00:00.000Z,""676"",""4"",16,8,0"
"2016-11-04T00:00:00.000Z,""636"",""4"",16,8,0"
"2016-11-05T00:00:00.000Z,""674"",""4"",16,8,0"
"2016-11-06T00:00:00.000Z,""853"",""4"",16,8,0"
"2016-11-07T00:00:00.000Z,""901"",""4"",16,8,0"
"2016-11-08T00:00:00.000Z,""853"",""4"",16,8,0"
"2016-11-09T00:00:00.000Z,""833"",""4"",16,8,0"
"2016-11-10T00:00:00.000Z,""888"",""4"",16,8,0"
"2016-11-11T00:00:00.000Z,""1200"",""4"",16,8,0"
"2016-11-12T00:00:00.000Z,""1350"",""4"",16,8,0"
"2016-11-13T00:00:00.000Z,""1100"",""4"",16,8,0"
"2016-11-14T00:00:00.000Z,""1000"",""4"",16,8,0"
"2016-11-15T00:00:00.000Z,""943"",""4"",16,8,0"
"2016-11-16T00:00:00.000Z,""946"",""4"",16,8,0"
"2016-11-17T00:00:00.000Z,""952"",""4"",16,8,0"
"2016-11-18T00:00:00.000Z,""1020"",""4"",16,8,0"
"2016-11-19T00:00:00.000Z,""1190"",""4"",16,8,0"
"2016-11-20T00:00:00.000Z,""1280"",""4"",16,8,0"
"2016-11-21T00:00:00.000Z,""1200"",""4"",16,8,0"
"2016-11-22T00:00:00.000Z,""1120"",""4"",16,8,0"
"2016-11-23T00:00:00.000Z,""1050"",""4"",16,8,0"
"2016-11-24T00:00:00.000Z,""1020"",""4"",16,8,0"
"2016-11-25T00:00:00.000Z,""981"",""4"",16,8,0"
"2016-11-26T00:00:00.000Z,""935"",""4"",16,8,0"
"2016-11-27T00:00:00.000Z,""859"",""4"",16,8,0"
"2016-11-28T00:00:00.000Z,""810"",""4"",16,8,0"
"2016-11-29T00:00:00.000Z,""795"",""4"",16,8,0"
"2016-11-30T00:00:00.000Z,""764"",""4"",16,8,0"
"2016-12-01T00:00:00.000Z,""742"",""4"",16,8,0"
"2016-12-02T00:00:00.000Z,""739"",""4"",16,8,0"
"2016-12-03T00:00:00.000Z,""712"",""4"",16,8,0"
"2016-12-04T00:00:00.000Z,""706"",""4"",16,8,0"
"2016-12-05T00:00:00.000Z,""729"",""4"",16,8,0"
"2016-12-06T00:00:00.000Z,""724"",""4"",16,8,0"
"2016-12-07T00:00:00.000Z,""670"",""4"",16,8,0"
"2016-12-08T00:00:00.000Z,""645"",""4"",16,8,0"
"2016-12-09T00:00:00.000Z,""642"",""4"",16,8,0"
"2016-12-10T00:00:00.000Z,""631"",""4"",16,8,0"
"2016-12-11T00:00:00.000Z,""588"",""4"",16,8,0"
"2016-12-12T00:00:00.000Z,""604"",""4"",16,8,0"
"2016-12-13T00:00:00.000Z,""623"",""4"",16,8,0"
"2016-12-14T00:00:00.000Z,""604"",""4"",16,8,0"
"2016-12-15T00:00:00.000Z,""606"",""4"",16,8,0"
"2016-12-16T00:00:00.000Z,""582"",""4"",16,8,0"
"2016-12-17T00:00:00.000Z,""584"",""4"",16,8,0"
"2016-12-18T00:00:00.000Z,""552"",""4"",16,8,0"
"2016-12-19T00:00:00.000Z,""559"",""4"",16,8,0"
"2016-12-20T00:00:00.000Z,""598"",""4"",16,8,0"
"2016-12-21T00:00:00.000Z,""572"",""4"",16,8,0"
"2016-12-22T00:00:00.000Z,""539"",""4"",16,8,0"
"2016-12-23T00:00:00.000Z,""554"",""4"",16,8,0"
"2016-12-24T00:00:00.000Z,""540"",""4"",16,8,0"
"2016-12-25T00:00:00.000Z,""534"",""4"",16,8,0"
"2016-12-26T00:00:00.000Z,""528"",""4"",16,8,0"
"2016-12-27T00:00:00.000Z,""521"",""4"",16,8,0"
"2016-12-28T00:00:00.000Z,""510"",""4"",16,8,0"
"2016-12-29T00:00:00.000Z,""483"",""4"",16,8,0"
"2016-12-30T00:00:00.000Z,""514"",""4"",16,8,0"
"2016-12-31T00:00:00.000Z,""480"",""4"",16,8,0"
"2017-01-01T00:00:00.000Z,""478"",""4"",16,8,0"
"2017-01-02T00:00:00.000Z,""492"",""4"",16,8,0"
"2017-01-03T00:00:00.000Z,""505"",""4"",16,8,0"
"2017-01-04T00:00:00.000Z,""511"",""4"",16,8,0"
"2017-01-05T00:00:00.000Z,""473"",""4"",16,8,0"
"2017-01-06T00:00:00.000Z,""475"",""4"",16,8,0"
"2017-01-07T00:00:00.000Z,""484"",""4"",16,8,0"
"2017-01-08T00:00:00.000Z,""485"",""4"",16,8,0"
"2017-01-09T00:00:00.000Z,""471"",""4"",16,8,0"
"2017-01-10T00:00:00.000Z,""491"",""4"",16,8,0"
"2017-01-11T00:00:00.000Z,""496"",""4"",16,8,0"
"2017-01-12T00:00:00.000Z,""514"",""4"",16,8,0"
"2017-01-13T00:00:00.000Z,""618"",""4"",16,8,0"
"2017-01-14T00:00:00.000Z,""640"",""4"",16,8,0"
"2017-01-15T00:00:00.000Z,""556"",""4"",16,8,0"
"2017-01-16T00:00:00.000Z,""525"",""4"",16,8,0"
"2017-01-17T00:00:00.000Z,""562"",""4"",16,8,0"
"2017-01-18T00:00:00.000Z,""516"",""4"",16,8,0"
"2017-01-19T00:00:00.000Z,""531"",""4"",16,8,0"
"2017-01-20T00:00:00.000Z,""516"",""4"",16,8,0"
"2017-01-21T00:00:00.000Z,""515"",""4"",16,8,0"
"2017-01-22T00:00:00.000Z,""484"",""4"",16,8,0"
"2017-01-23T00:00:00.000Z,""484"",""4"",16,8,0"
"2017-01-24T00:00:00.000Z,""526"",""4"",16,8,0"
"2017-01-25T00:00:00.000Z,""553"",""4"",16,8,0"
"2017-01-26T00:00:00.000Z,""523"",""4"",16,8,0"
"2017-01-27T00:00:00.000Z,""504"",""4"",16,8,0"
"2017-01-28T00:00:00.000Z,""493"",""4"",16,8,0"
"2017-01-29T00:00:00.000Z,""479"",""4"",16,8,0"
"2017-01-30T00:00:00.000Z,""481"",""4"",16,8,0"
"2017-01-31T00:00:00.000Z,""610"",""4"",16,8,0"
"2017-02-01T00:00:00.000Z,""1510"",""4"",16,8,0"
"2017-02-02T00:00:00.000Z,""1380"",""4"",16,8,0"
"2017-02-03T00:00:00.000Z,""1040"",""4"",16,8,0"
"2017-02-04T00:00:00.000Z,""1040"",""4"",16,8,0"
"2017-02-05T00:00:00.000Z,""988"",""4"",16,8,0"
"2017-02-06T00:00:00.000Z,""1070"",""4"",16,8,0"
"2017-02-07T00:00:00.000Z,""1040"",""4"",16,8,0"
"2017-02-08T00:00:00.000Z,""991"",""4"",16,8,0"
"2017-02-09T00:00:00.000Z,""908"",""4"",16,8,0"
"2017-02-10T00:00:00.000Z,""874"",""4"",16,8,0"
"2017-02-11T00:00:00.000Z,""806"",""4"",16,8,0"
"2017-02-12T00:00:00.000Z,""758"",""4"",16,8,0"
"2017-02-13T00:00:00.000Z,""745"",""4"",16,8,0"
"2017-02-14T00:00:00.000Z,""761"",""4"",16,8,0"
"2017-02-15T00:00:00.000Z,""711"",""4"",16,8,0"
"2017-02-16T00:00:00.000Z,""674"",""4"",16,8,0"
"2017-02-17T00:00:00.000Z,""694"",""4"",16,8,0"
"2017-02-18T00:00:00.000Z,""781"",""4"",16,8,0"
"2017-02-19T00:00:00.000Z,""725"",""4"",16,8,0"
"2017-02-20T00:00:00.000Z,""711"",""4"",16,8,0"
"2017-02-21T00:00:00.000Z,""714"",""4"",16,8,0"
"2017-02-22T00:00:00.000Z,""822"",""4"",16,8,0"
"2017-02-23T00:00:00.000Z,""892"",""4"",16,8,0"
"2017-02-24T00:00:00.000Z,""798"",""4"",16,8,0"
"2017-02-25T00:00:00.000Z,""843"",""4"",16,8,0"
"2017-02-26T00:00:00.000Z,""784"",""4"",16,8,0"
"2017-02-27T00:00:00.000Z,""746"",""4"",16,8,0"
"2017-02-28T00:00:00.000Z,""898"",""4"",16,8,0"
"2017-03-01T00:00:00.000Z,""1070"",""4"",16,8,0"
"2017-03-02T00:00:00.000Z,""1270"",""4"",16,8,0"
"2017-03-03T00:00:00.000Z,""1410"",""4"",16,8,0"
"2017-03-04T00:00:00.000Z,""1240"",""4"",16,8,0"
"2017-03-05T00:00:00.000Z,""1140"",""4"",16,8,0"
"2017-03-06T00:00:00.000Z,""1150"",""4"",16,8,0"
"2017-03-07T00:00:00.000Z,""1340"",""4"",16,8,0"
"2017-03-08T00:00:00.000Z,""1270"",""4"",16,8,0"
"2017-03-09T00:00:00.000Z,""1490"",""4"",16,8,0"
"2017-03-10T00:00:00.000Z,""2240"",""4"",16,8,0"
"2017-03-11T00:00:00.000Z,""2030"",""4"",16,8,0"
"2017-03-12T00:00:00.000Z,""1690"",""4"",16,8,0"
"2017-03-13T00:00:00.000Z,""1530"",""4"",16,8,0"
"2017-03-14T00:00:00.000Z,""1440"",""4"",16,8,0"
"2017-03-15T00:00:00.000Z,""1330"",""4"",16,8,0"
"2017-03-16T00:00:00.000Z,""1260"",""4"",16,8,0"
"2017-03-17T00:00:00.000Z,""1200"",""4"",16,8,0"
"2017-03-18T00:00:00.000Z,""1170"",""4"",16,8,0"
"2017-03-19T00:00:00.000Z,""1240"",""4"",16,8,0"
"2017-03-20T00:00:00.000Z,""1300"",""4"",16,8,0"
"2017-03-21T00:00:00.000Z,""1220"",""4"",16,8,0"
"2017-03-22T00:00:00.000Z,""1230"",""4"",16,8,0"
"2017-03-23T00:00:00.000Z,""1220"",""4"",16,8,0"
"2017-03-24T00:00:00.000Z,""1190"",""4"",16,8,0"
"2017-03-25T00:00:00.000Z,""1170"",""4"",16,8,0"
"2017-03-26T00:00:00.000Z,""1120"",""4"",16,8,0"
"2017-03-27T00:00:00.000Z,""1110"",""4"",16,8,0"
"2017-03-28T00:00:00.000Z,""1080"",""4"",16,8,0"
"2017-03-29T00:00:00.000Z,""1060"",""4"",16,8,0"
"2017-03-30T00:00:00.000Z,""1040"",""4"",16,8,0"
"2017-03-31T00:00:00.000Z,""1020"",""4"",16,8,0"
"2017-04-01T00:00:00.000Z,""966"",""4"",16,8,0"
"2017-04-02T00:00:00.000Z,""925"",""4"",16,8,0"
"2017-04-03T00:00:00.000Z,""922"",""4"",16,8,0"
"2017-04-04T00:00:00.000Z,""951"",""4"",16,8,0"
"2017-04-05T00:00:00.000Z,""890"",""4"",16,8,0"
"2017-04-06T00:00:00.000Z,""877"",""4"",16,8,0"
"2017-04-07T00:00:00.000Z,""846"",""4"",16,8,0"
"2017-04-08T00:00:00.000Z,""824"",""4"",16,8,0"
"2017-04-09T00:00:00.000Z,""772"",""4"",16,8,0"
"2017-04-10T00:00:00.000Z,""756"",""4"",16,8,0"
"2017-04-11T00:00:00.000Z,""742"",""4"",16,8,0"
"2017-04-12T00:00:00.000Z,""713"",""4"",16,8,0"
"2017-04-13T00:00:00.000Z,""734"",""4"",16,8,0"
"2017-04-14T00:00:00.000Z,""694"",""4"",16,8,0"
"2017-04-15T00:00:00.000Z,""729"",""4"",16,8,0"
